Buffer_ID,class
SI22182,15000-20000
SI756216,under 10000
SI67322,under 10000
BK66351,40000-50000
BK333450,over 60000
BX303426,40000-50000
SI654012,under 10000
SI289928,15000-20000
BK45361,20000-30000
BK8374108,15000-20000
BX5727560,40000-50000
BX500430,30000-40000
QN636126,20000-30000
BX4964129,15000-20000
SI123064,15000-20000
BK358727,40000-50000
BK45471,20000-30000
SI30564,under 10000
SI465846,under 10000
QN1044411,20000-30000
QN2806145,20000-30000
BK89128,30000-40000
BX5957188,20000-30000
SI5497117,10000-15000
BX557834,30000-40000
SI11214,15000-20000
SI618410,10000-15000
BK471762,40000-50000
SI85165,10000-15000
BK406230,40000-50000
BK62924,30000-40000
QN1240391,15000-20000
BK3813115,40000-50000
SI52514,15000-20000
SI61645,15000-20000
SI2118105,under 10000
SI26531,under 10000
SI50822,10000-15000
BX461728,40000-50000
SI631997,10000-15000
BX285063,over 60000
BX430241,40000-50000
SI8115,20000-30000
SI1272221,15000-20000
BX271848,over 60000
BK177834,40000-50000
BK174755,over 60000
SI316222,10000-15000
BK38036,40000-50000
BK473454,30000-40000
QN12591220,20000-30000
BX325739,40000-50000
SI651752,under 10000
SI328476,15000-20000
SI163112,10000-15000
MN162735,over 60000
QN54617,15000-20000
SI357110,15000-20000
SI241020,15000-20000
BX500358,40000-50000
QN11941275,30000-40000
SI654927,under 10000
SI649995,under 10000
BK195033,over 60000
BX335736,40000-50000
BK544714,over 60000
BK125451,over 60000
SI658068,under 10000
BK7676119,40000-50000
BX230124,over 60000
BX530619,15000-20000
QN11535129,15000-20000
QN132354,40000-50000
SI1116116,10000-15000
SI26428,10000-15000
QN1248926,20000-30000
QN1108530,20000-30000
BX530727,10000-15000
QN811698,10000-15000
BX322825,40000-50000
SI569163,15000-20000
BK651037,40000-50000
SI547453,15000-20000
QN989216,20000-30000
QN879422,15000-20000
QN805130,under 10000
BX513420,20000-30000
SI788598,under 10000
QN351318,over 60000
MN198428,over 60000
SI57175,10000-15000
BX328785,over 60000
BX533123,10000-15000
BK549853,40000-50000
SI52221,10000-15000
QN1301818,15000-20000
QN1232654,20000-30000
SI61575,15000-20000
BK318311,40000-50000
BK109851,over 60000
SI668026,under 10000
BK410577,30000-40000
BK39402,30000-40000
BX323754,40000-50000
SI548530,15000-20000
SI63726,20000-30000
SI112528,10000-15000
BK548571,40000-50000
BX565165,under 10000
SI631639,10000-15000
BX409854,30000-40000
SI630440,10000-15000
SI11215,15000-20000
SI72383,10000-15000
QN1009124,30000-40000
SI5651,15000-20000
BX58522154,10000-15000
QN169919,40000-50000
QN46111,10000-15000
BX352167,30000-40000
BX58141149,under 10000
BX507039,20000-30000
BX509940,20000-30000
BK44461,under 10000
MN19572,over 60000
SI629111,under 10000
QN1333468,15000-20000
QN1151546,20000-30000
BK19822,40000-50000
SI6993175,under 10000
QN12529239,20000-30000
SI323126,10000-15000
BK569648,40000-50000
QN1556340,40000-50000
BX58141102,under 10000
SI779930,under 10000
BX2765250,20000-30000
BX347575,15000-20000
BX381618,30000-40000
SI76330,15000-20000
BX3015110,30000-40000
BX5869638,20000-30000
SI704812,15000-20000
BX540991,10000-15000
SI627112,10000-15000
BX470840,40000-50000
BK5495310,20000-30000
SI421233,10000-15000
QN1257220,30000-40000
BK387440,15000-20000
SI552032,15000-20000
QN280842,20000-30000
SI69468,under 10000
BK319322,40000-50000
QN135426,40000-50000
BK6503105,40000-50000
BX58353055,under 10000
SI3066173,10000-15000
BK778439,30000-40000
SI804021,under 10000
SI7826411,under 10000
BK180033,40000-50000
QN1205749,20000-30000
QN1117826,15000-20000
QN1002117,20000-30000
BK223757,over 60000
QN930173,40000-50000
SI668141,under 10000
SI315447,10000-15000
BX32379,40000-50000
SI286664,15000-20000
SI593130,under 10000
QN1211612,under 10000
SI158129,15000-20000
QN820486,10000-15000
BK544221,over 60000
SI7780100,under 10000
QN1214419,30000-40000
QN689445,20000-30000
QN113271,15000-20000
BX359441,40000-50000
BX422336,under 10000
MN194823,over 60000
SI685354,under 10000
QN1319317,15000-20000
SI1116145,10000-15000
BK395723,30000-40000
BX531954,10000-15000
BK598514,10000-15000
SI7786173,under 10000
QN2806137,20000-30000
SI76643,15000-20000
BK147541,40000-50000
SI535570,under 10000
SI706636,10000-15000
SI5226,20000-30000
BK220160,over 60000
SI7853117,under 10000
SI2102102,10000-15000
SI314455,10000-15000
SI620938,10000-15000
BK453129,20000-30000
BX307145,over 60000
BK323011,40000-50000
BX323752,40000-50000
SI2825,20000-30000
MN203417,over 60000
BX47267,40000-50000
BX355775,40000-50000
BK17804,40000-50000
BK159917,40000-50000
SI89563,under 10000
SI10631,15000-20000
QN1201121,20000-30000
QN1086724,20000-30000
BK566327,over 60000
SI625770,under 10000
BX373120,40000-50000
SI316821,10000-15000
MN175671,over 60000
QN6715120,20000-30000
BX380062,40000-50000
QN1141051,15000-20000
SI7775198,under 10000
SI226105,15000-20000
BK401232,40000-50000
SI72728,15000-20000
BX58303908,under 10000
SI710511,under 10000
SI629647,under 10000
QN5977,40000-50000
QN373132,10000-15000
BX417235,30000-40000
SI19916,under 10000
SI62116,10000-15000
SI690356,under 10000
SI147731,10000-15000
QN2083108,over 60000
QN1216449,20000-30000
SI79126,10000-15000
SI224832,under 10000
QN1203553,20000-30000
SI45744,10000-15000
BK735016,40000-50000
QN280765,20000-30000
SI685560,under 10000
BX309650,over 60000
BK325517,over 60000
SI316515,under 10000
QN1320497,15000-20000
SI228045,under 10000
QN2808154,20000-30000
BK432928,40000-50000
QN908531,30000-40000
QN1167850,20000-30000
BK104834,40000-50000
BK401714,40000-50000
QN115557,10000-15000
SI860275,under 10000
BK427514,30000-40000
BX311962,over 60000
SI363769,10000-15000
BK416928,40000-50000
SI66119,10000-15000
QN12161114,30000-40000
BK35371,40000-50000
SI5801,15000-20000
QN1349463,15000-20000
BX413159,30000-40000
SI111688,10000-15000
BX27151,over 60000
QN13434110,10000-15000
BX429087,over 60000
BK456543,10000-15000
BK821826,30000-40000
BX508051,20000-30000
BX42993,40000-50000
QN1138424,10000-15000
SI803498,under 10000
QN503788,40000-50000
SI46523,10000-15000
BK550024,30000-40000
MN211011,over 60000
SI4511,15000-20000
SI83611,under 10000
BX368660,30000-40000
SI50730,10000-15000
QN1016160,20000-30000
BK5130125,40000-50000
SI706678,10000-15000
QN1016382,20000-30000
BX238460,over 60000
BK121029,40000-50000
MN175153,40000-50000
QN499546,over 60000
BK715119,30000-40000
SI298014,15000-20000
BX426031,40000-50000
BX563015,under 10000
BK123316,over 60000
SI321227,10000-15000
SI290137,10000-15000
QN1138810,20000-30000
QN417127,15000-20000
BX501076,30000-40000
BX238420,40000-50000
QN196661,40000-50000
SI7046123,15000-20000
SI6979312,under 10000
BX303544,40000-50000
QN13750234,10000-15000
SI601126,10000-15000
BX483537,40000-50000
SI155245,10000-15000
BK251357,30000-40000
BK367424,30000-40000
BX50061,40000-50000
SI355630,10000-15000
BK119048,40000-50000
BK175425,40000-50000
BK814658,20000-30000
QN1211611,under 10000
QN156281,40000-50000
BX5808373,15000-20000
BX337637,15000-20000
SI462161,10000-15000
BK533285,40000-50000
BK775611,30000-40000
BX47211,40000-50000
BK148914,40000-50000
SI848160,10000-15000
SI224293,under 10000
BK63609,40000-50000
MN17724,40000-50000
SI2267101,under 10000
BK177474,40000-50000
SI702280,10000-15000
BX323035,30000-40000
BX381634,30000-40000
BX347038,20000-30000
BX281474,over 60000
BX478444,20000-30000
SI52768,20000-30000
QN1237820,20000-30000
SI5847,15000-20000
QN295513,20000-30000
BX47966,20000-30000
QN542030,30000-40000
BX4752175,30000-40000
BK17109,40000-50000
SI746081,under 10000
BX467962,40000-50000
SI5520104,15000-20000
QN98036,40000-50000
BX499115,20000-30000
QN963128,30000-40000
QN1004628,30000-40000
SI8517,15000-20000
QN424932,15000-20000
SI70799,10000-15000
QN1077538,15000-20000
BK378028,40000-50000
BX45801,30000-40000
BK175431,over 60000
SI126733,10000-15000
BX500519,40000-50000
BK120070,40000-50000
BX2892149,over 60000
BK44341,20000-30000
BK369322,40000-50000
SI2846220,10000-15000
BX289243,over 60000
BX399046,over 60000
QN280759,20000-30000
BK35858,40000-50000
SI52539,15000-20000
QN13541161,10000-15000
SI1141130,15000-20000
QN10202131,20000-30000
BX229226,40000-50000
QN469932,15000-20000
SI289021,15000-20000
SI1736,15000-20000
SI30661,10000-15000
BX261146,over 60000
QN804352,under 10000
BX58182088,10000-15000
QN827014,10000-15000
BX3253202,40000-50000
BX320719,over 60000
QN16879,40000-50000
SI3314,20000-30000
BX476849,20000-30000
SI39170,15000-20000
QN600357,10000-15000
SI7775200,under 10000
BK393355,40000-50000
BX445867,30000-40000
SI58032,under 10000
SI780654,under 10000
SI118863,10000-15000
SI12570,10000-15000
BX5867401,20000-30000
SI297290,15000-20000
BX25301,over 60000
MN161733,over 60000
BX489731,30000-40000
BK527222,20000-30000
QN1320558,15000-20000
BK136835,40000-50000
BK112450,40000-50000
BX5796140,40000-50000
SI645430,under 10000
BX251726,over 60000
BX44528,30000-40000
BK147165,40000-50000
SI314417,under 10000
QN470322,15000-20000
QN46695,20000-30000
BX51122,30000-40000
BX5408208,15000-20000
SI5520122,15000-20000
SI477,15000-20000
BK181059,over 60000
SI461656,15000-20000
SI7026240,under 10000
SI461637,15000-20000
QN1050758,15000-20000
BX251613,over 60000
SI229231,under 10000
SI1791,15000-20000
BX438636,20000-30000
SI460263,10000-15000
BX554523,20000-30000
BX487112,30000-40000
BX411143,20000-30000
BK186454,40000-50000
QN13434122,10000-15000
BX5408120,10000-15000
QN121644,20000-30000
QN685545,20000-30000
BK30736,40000-50000
SI36528,10000-15000
BX322577,over 60000
BK362075,40000-50000
SI28921,20000-30000
QN4099118,10000-15000
QN1236225,20000-30000
QN377710,20000-30000
BK524678,40000-50000
SI224271,under 10000
SI788511,under 10000
SI3281160,15000-20000
QN386635,under 10000
BX468747,40000-50000
MN18155,40000-50000
BX48001,15000-20000
SI57852,15000-20000
BX497089,10000-15000
QN9959124,15000-20000
BX422339,under 10000
SI11494,10000-15000
BX368651,30000-40000
QN122671,40000-50000
BK668117,30000-40000
SI278121,10000-15000
SI632311,under 10000
QN444077,under 10000
SI27715,under 10000
BK7104178,30000-40000
QN1155254,15000-20000
QN280754,20000-30000
QN152443,over 60000
BK447845,30000-40000
BX4060114,40000-50000
SI286639,15000-20000
BK53641,30000-40000
QN373215,15000-20000
QN101601,15000-20000
BK824065,30000-40000
QN1014187,30000-40000
BK159665,40000-50000
MN195460,over 60000
BK174754,over 60000
QN9905101,20000-30000
SI3019120,10000-15000
BK7107243,30000-40000
BK646645,40000-50000
QN3275110,30000-40000
QN101356,30000-40000
QN1120528,15000-20000
QN9248108,30000-40000
BK370612,30000-40000
QN174116,over 60000
SI5772116,10000-15000
QN472221,10000-15000
MN191352,over 60000
BK25755,30000-40000
BK814720,20000-30000
QN236698,20000-30000
SI292033,10000-15000
SI514910,10000-15000
QN1008716,30000-40000
BK148336,40000-50000
QN1349462,15000-20000
SI14022,under 10000
SI576290,under 10000
SI419713,10000-15000
QN520436,30000-40000
BK41828,40000-50000
BX553590,15000-20000
QN1247729,20000-30000
BK104237,40000-50000
BK72867,40000-50000
BK4585225,10000-15000
MN191853,over 60000
QN1154413,20000-30000
BX491758,20000-30000
BX488186,30000-40000
QN65748,over 60000
MN189568,over 60000
BX403640,30000-40000
QN517838,10000-15000
QN1247720,20000-30000
BK576659,40000-50000
BK37224,30000-40000
QN1029544,15000-20000
QN972912,40000-50000
BK560427,over 60000
SI124330,10000-15000
SI123310,15000-20000
SI17778,15000-20000
BX402225,40000-50000
QN1282151,over 60000
QN955725,40000-50000
QN520029,40000-50000
QN11941241,30000-40000
BK154828,40000-50000
BX501738,30000-40000
BK18376,40000-50000
QN1551085,20000-30000
BX489338,20000-30000
BX58222697,under 10000
MN186730,over 60000
SI296936,15000-20000
BK30429,over 60000
QN8263245,10000-15000
SI227147,15000-20000
SI2548,under 10000
MN2215458,40000-50000
SI642724,under 10000
QN1251952,20000-30000
BX5876978,15000-20000
BX447315,20000-30000
QN1367050,20000-30000
BK356550,over 60000
QN1024914,20000-30000
BX352638,30000-40000
MN203038,over 60000
SI1318128,under 10000
BK139273,over 60000
BK148412,40000-50000
BX488016,30000-40000
QN26362,15000-20000
SI465841,under 10000
SI7841120,under 10000
BK16327,40000-50000
SI461640,15000-20000
BK6678163,40000-50000
SI215839,under 10000
SI779668,under 10000
SI552055,15000-20000
QN725869,10000-15000
BK175433,over 60000
SI730658,under 10000
QN1021440,30000-40000
QN12887129,10000-15000
BX58821127,20000-30000
SI80347,under 10000
BX466921,40000-50000
SI2846,20000-30000
BX312535,40000-50000
BK574740,40000-50000
QN273630,30000-40000
BK304210,over 60000
QN1301112,15000-20000
BK5495870,20000-30000
SI155241,10000-15000
QN474741,15000-20000
SI154429,15000-20000
BX49978,40000-50000
SI245110,15000-20000
QN131097,15000-20000
QN883992,15000-20000
BX274540,over 60000
SI654868,under 10000
BX509679,20000-30000
SI52481,10000-15000
BK512539,over 60000
QN1311839,20000-30000
SI6504,20000-30000
SI6249260,under 10000
BX30816,over 60000
QN976217,40000-50000
BX369431,20000-30000
SI85170,10000-15000
BX543011,20000-30000
QN82278,10000-15000
QN373031,10000-15000
BX5729602,30000-40000
SI2899310,20000-30000
BK358921,40000-50000
BX409017,10000-15000
MN178529,over 60000
QN282075,20000-30000
QN1260820,20000-30000
SI54878,15000-20000
BK406352,40000-50000
BK148913,40000-50000
QN824245,under 10000
MN171723,over 60000
QN9423128,40000-50000
SI10130,under 10000
SI14021,10000-15000
BX238143,over 60000
SI1116120,10000-15000
SI526260,10000-15000
BX496926,10000-15000
SI13116,20000-30000
BX5625110,under 10000
QN10125130,30000-40000
BK399825,40000-50000
SI320328,under 10000
SI304647,under 10000
BX58222715,under 10000
SI2781,10000-15000
BK39577,30000-40000
BX438610,20000-30000
BX2374103,over 60000
BK511750,40000-50000
BX4860157,40000-50000
BX426737,40000-50000
BX403044,40000-50000
BK3818122,40000-50000
BK32831,40000-50000
BK559858,over 60000
BX2523169,over 60000
QN1086723,20000-30000
SI63019,10000-15000
BK329614,over 60000
BK423119,40000-50000
BX261334,over 60000
QN8106121,under 10000
BK452959,30000-40000
BX295651,over 60000
QN155538,20000-30000
SI1050181,10000-15000
BX490212,30000-40000
MN38955,over 60000
SI653230,under 10000
QN336982,40000-50000
MN18156,40000-50000
MN187135,over 60000
SI323290,10000-15000
SI7681,20000-30000
QN902532,30000-40000
SI618361,10000-15000
SI3633,10000-15000
BK630771,15000-20000
QN1170221,20000-30000
BX58441894,10000-15000
SI82548,15000-20000
BK13198,over 60000
SI228051,under 10000
BX281449,over 60000
BK226923,over 60000
MN46333,over 60000
SI37678,15000-20000
SI667515,under 10000
SI285914,15000-20000
QN1555449,30000-40000
SI337312,10000-15000
SI77751,under 10000
QN1311761,20000-30000
BK506315,over 60000
SI310475,10000-15000
SI542610,under 10000
QN1573449,20000-30000
SI151107,10000-15000
BX462920,40000-50000
SI657953,under 10000
BK416546,40000-50000
BX5870578,20000-30000
SI64133,10000-15000
SI67503,under 10000
QN126405,15000-20000
QN248313,30000-40000
SI7020138,10000-15000
SI697988,under 10000
QN71522,40000-50000
SI704531,10000-15000
BX293156,over 60000
SI49181,20000-30000
QN65389,over 60000
BK493050,40000-50000
BX389648,40000-50000
QN1039221,20000-30000
QN983533,40000-50000
QN664654,30000-40000
MN20151,over 60000
SI33419,10000-15000
SI51383,10000-15000
SI56248,20000-30000
BK177712,over 60000
BK181063,over 60000
SI169017,20000-30000
BX2876162,over 60000
BX269870,over 60000
QN199852,over 60000
SI24319,under 10000
SI4537,20000-30000
SI405,20000-30000
QN1346338,20000-30000
BX452216,30000-40000
MN73559,40000-50000
QN121366,10000-15000
SI431029,10000-15000
QN725764,10000-15000
BX562540,under 10000
BK255946,30000-40000
BX46866,40000-50000
BX427152,30000-40000
BK6681429,30000-40000
SI428732,under 10000
QN12367170,15000-20000
QN983739,40000-50000
SI46991,under 10000
QN1252264,20000-30000
BX378853,40000-50000
SI60441,15000-20000
SI283832,15000-20000
BK57896,30000-40000
SI7775196,under 10000
SI199122,under 10000
SI1368,20000-30000
SI461632,15000-20000
BK152256,40000-50000
QN1023017,20000-30000
BX500454,40000-50000
SI2268197,under 10000
SI537899,10000-15000
QN130696,15000-20000
MN161743,over 60000
BK133214,over 60000
QN8263239,10000-15000
BK369237,40000-50000
SI46511,10000-15000
QN1251526,20000-30000
BK7108176,30000-40000
SI5735390,under 10000
BX345420,15000-20000
BX4881124,20000-30000
MN178819,over 60000
QN8116152,10000-15000
SI337793,10000-15000
BK784240,30000-40000
SI7826414,under 10000
BX5734173,30000-40000
BX32792,over 60000
BX444633,40000-50000
SI161586,10000-15000
BK60718,30000-40000
SI836188,under 10000
QN1320499,15000-20000
QN290650,20000-30000
SI321223,10000-15000
SI65534,10000-15000
SI709464,under 10000
SI3377100,10000-15000
QN515049,30000-40000
SI792675,under 10000
BK569620,over 60000
QN349886,over 60000
QN250714,20000-30000
SI5520106,15000-20000
SI85939,under 10000
BX58731052,15000-20000
QN1155538,10000-15000
QN282252,20000-30000
BK139115,over 60000
BK93466,40000-50000
SI550785,10000-15000
BX5810450,10000-15000
SI199119,under 10000
QN1270556,15000-20000
MN192748,over 60000
SI228042,under 10000
QN1257228,30000-40000
QN173756,over 60000
BX5545123,20000-30000
QN134763,15000-20000
MN73560,40000-50000
SI443754,under 10000
BK19138,40000-50000
BX5263258,30000-40000
SI703480,10000-15000
BK546663,40000-50000
BX339716,20000-30000
BK381121,40000-50000
BX47225,40000-50000
QN1272099,10000-15000
QN340035,30000-40000
BK449642,15000-20000
SI327641,15000-20000
SI658220,under 10000
BX540987,10000-15000
QN679730,40000-50000
SI113156,10000-15000
BX430523,30000-40000
QN1004619,20000-30000
BK168390,40000-50000
QN17078,30000-40000
BX41318,20000-30000
QN155421,30000-40000
BX5776621,15000-20000
SI57623,15000-20000
QN400475,20000-30000
BK19705,over 60000
MN178834,over 60000
QN73117,30000-40000
BK19548,over 60000
BK410954,40000-50000
BX54362,20000-30000
QN4434175,under 10000
SI304020,10000-15000
SI527545,10000-15000
QN16643,20000-30000
QN1176729,30000-40000
BX509550,20000-30000
SI791474,10000-15000
MN171728,over 60000
BK349924,40000-50000
QN1266528,20000-30000
QN1302233,15000-20000
SI571749,10000-15000
BK713128,30000-40000
SI2306500,under 10000
BX238453,over 60000
QN1088143,20000-30000
QN135258,30000-40000
BX32914,over 60000
SI209111,under 10000
BX499810,40000-50000
QN1261926,20000-30000
QN1166318,30000-40000
BX34748,20000-30000
SI440634,under 10000
BK197416,40000-50000
BK134223,30000-40000
MN171732,over 60000
SI29741,15000-20000
SI6364120,under 10000
BX344544,15000-20000
BK245028,over 60000
QN10577135,20000-30000
BK41816,40000-50000
QN33038,20000-30000
SI5331,20000-30000
BX470233,40000-50000
SI540416,under 10000
SI126182,10000-15000
SI285524,15000-20000
SI602651,10000-15000
BX451417,40000-50000
SI704523,10000-15000
BX535625,20000-30000
SI14720,10000-15000
BK787556,30000-40000
BK177475,40000-50000
BK566352,over 60000
SI22181,15000-20000
QN945940,30000-40000
SI107430,10000-15000
SI7534323,under 10000
SI88343,under 10000
BK1533110,40000-50000
BX388322,over 60000
BX530767,10000-15000
BK166848,40000-50000
QN1248815,20000-30000
SI77756,under 10000
SI264188,under 10000
BX334449,40000-50000
BX455936,30000-40000
SI52861,15000-20000
BK200420,40000-50000
BK171014,40000-50000
QN1568375,under 10000
SI22324,15000-20000
SI794069,under 10000
SI191,15000-20000
SI57050,10000-15000
SI71668,10000-15000
SI950149,under 10000
QN280749,20000-30000
BK321710,over 60000
SI26427,10000-15000
SI29921,15000-20000
SI445449,under 10000
BX537540,15000-20000
SI2306277,under 10000
BK562771,over 60000
BX350954,30000-40000
QN8227142,10000-15000
SI918223,under 10000
QN419836,20000-30000
BX5920378,20000-30000
BK760878,30000-40000
SI703510,10000-15000
SI331975,10000-15000
BX555976,under 10000
SI643166,under 10000
SI4612100,15000-20000
QN799220,20000-30000
BX410438,30000-40000
SI68784,10000-15000
BK307911,over 60000
SI513517,10000-15000
SI569314,15000-20000
BX41121,15000-20000
BK196842,over 60000
QN1216016,20000-30000
SI708714,10000-15000
QN130761,15000-20000
SI226066,under 10000
BX257940,40000-50000
MN35047,over 60000
BX399072,over 60000
BK20469,40000-50000
BX542128,15000-20000
BK370825,30000-40000
BX3258120,40000-50000
QN1573131,20000-30000
QN130675,15000-20000
QN1571120,30000-40000
QN160352,over 60000
BX34418,20000-30000
SI786576,under 10000
BK19278,over 60000
BK104051,30000-40000
QN1082952,20000-30000
SI28211,20000-30000
SI735530,under 10000
BX500464,40000-50000
BX339145,20000-30000
SI756321,under 10000
BX34714,20000-30000
BK197031,over 60000
BK3152100,40000-50000
QN1575816,30000-40000
SI5437,20000-30000
QN209121,over 60000
SI37672,15000-20000
BX487022,30000-40000
BK14178,over 60000
BK449624,15000-20000
QN15563101,40000-50000
QN664629,30000-40000
SI604411,15000-20000
BK348632,20000-30000
QN280752,20000-30000
SI12129,15000-20000
MN46334,over 60000
QN281228,20000-30000
BK81736,30000-40000
BK620714,40000-50000
QN29037,30000-40000
BK79868,40000-50000
SI948114,under 10000
QN9713155,40000-50000
QN80541,30000-40000
BK503953,over 60000
QN1185951,20000-30000
SI7534109,under 10000
BX58821120,20000-30000
BX2761107,30000-40000
QN1039429,20000-30000
SI70358,10000-15000
BX293343,over 60000
SI672939,under 10000
SI53662,15000-20000
BK544263,over 60000
BK4431,20000-30000
BK760431,30000-40000
BK510549,40000-50000
BX526028,30000-40000
BK162862,40000-50000
QN1229546,15000-20000
SI5063,10000-15000
BK480514,40000-50000
SI6615,10000-15000
QN939434,40000-50000
SI160218,10000-15000
BK227018,over 60000
BX337639,15000-20000
BK170865,40000-50000
BX511922,30000-40000
QN107136,20000-30000
BK356830,40000-50000
SI11446,20000-30000
QN947322,30000-40000
SI703512,10000-15000
SI63748,20000-30000
SI61440,under 10000
QN6517100,20000-30000
BX253051,over 60000
QN98037,40000-50000
SI7792242,under 10000
SI4500602,10000-15000
QN11104192,15000-20000
BK576722,40000-50000
BK431723,20000-30000
SI61869,15000-20000
BK168780,40000-50000
QN426671,15000-20000
BX5263329,30000-40000
BX5955630,15000-20000
QN804855,under 10000
BK455848,15000-20000
QN121361,10000-15000
SI160734,15000-20000
SI544109,15000-20000
SI569740,10000-15000
MN19325,over 60000
BX384535,20000-30000
SI7786127,under 10000
SI289741,15000-20000
BK19523,over 60000
SI22771,under 10000
QN128867499,10000-15000
BX548037,20000-30000
QN1252530,20000-30000
BX5949184,10000-15000
BX460026,40000-50000
BX318344,over 60000
QN953617,40000-50000
SI457116,10000-15000
BX429359,over 60000
BX5920389,20000-30000
BK358640,40000-50000
BK774451,30000-40000
SI535564,under 10000
BX332835,40000-50000
BX2765336,20000-30000
QN982725,40000-50000
SI12379,10000-15000
MN2215554,40000-50000
SI6333201,under 10000
SI62683,under 10000
SI3517,10000-15000
BX2522122,over 60000
BX463212,40000-50000
BK24301,over 60000
BK595847,30000-40000
BK248813,20000-30000
QN305772,20000-30000
SI788648,under 10000
SI22135,20000-30000
BX410412,30000-40000
SI1011,under 10000
SI8545,15000-20000
QN1351631,10000-15000
QN1174242,20000-30000
BK7105178,30000-40000
SI707153,10000-15000
BX494253,15000-20000
SI788579,under 10000
BK369235,40000-50000
BX51048,20000-30000
SI5420120,10000-15000
SI13980,10000-15000
SI602677,10000-15000
BK93419,40000-50000
SI1043110,15000-20000
SI199115,10000-15000
SI1231,10000-15000
SI1236126,10000-15000
SI678442,under 10000
QN424829,15000-20000
SI709457,under 10000
BX265339,over 60000
BX531122,15000-20000
BK452812,30000-40000
SI689201,under 10000
BX42686,30000-40000
BK160659,over 60000
BX537344,20000-30000
SI126215,10000-15000
SI1318136,under 10000
SI121325,10000-15000
BX420144,20000-30000
BX475952,30000-40000
BX503037,20000-30000
BX48797,40000-50000
SI571812,10000-15000
BX250691,over 60000
QN153034,40000-50000
BX530623,15000-20000
BX53527,15000-20000
SI441329,under 10000
BX5411309,20000-30000
QN4088123,20000-30000
BX5427116,20000-30000
BK681741,40000-50000
BX406011,30000-40000
QN514912,30000-40000
SI708077,10000-15000
BK318438,over 60000
SI636644,under 10000
BX402222,40000-50000
QN55208,15000-20000
BX447348,20000-30000
BK319318,40000-50000
BX2958120,40000-50000
SI30328,under 10000
BK6681434,30000-40000
BX391834,40000-50000
SI6979310,under 10000
BX491660,20000-30000
BX238451,over 60000
BK446225,40000-50000
QN1154916,15000-20000
BK733750,30000-40000
BX3551160,30000-40000
SI528367,10000-15000
QN1150153,15000-20000
SI121810,15000-20000
SI687325,under 10000
BK141535,over 60000
BK148324,40000-50000
BX2523126,over 60000
BX294037,40000-50000
BX2977109,40000-50000
QN100578,20000-30000
SI667727,under 10000
BK77350,over 60000
SI285618,15000-20000
BK38505,20000-30000
QN74581,20000-30000
SI6694244,under 10000
MN122017,over 60000
BX250694,over 60000
SI630257,10000-15000
BK197324,40000-50000
BX5953383,15000-20000
SI524927,10000-15000
BX594599,under 10000
SI658110,under 10000
SI757786,under 10000
QN1302945,15000-20000
QN893200,30000-40000
BK670076,40000-50000
BX275423,40000-50000
BX495755,20000-30000
SI288716,20000-30000
QN1012931,20000-30000
QN851025,15000-20000
SI773060,under 10000
QN84548,40000-50000
QN207663,40000-50000
BK180615,over 60000
SI26323,10000-15000
BK506497,over 60000
BK483727,40000-50000
SI1272186,10000-15000
BX387942,over 60000
SI474144,10000-15000
SI779820,under 10000
SI28846,15000-20000
QN1120846,15000-20000
BX526032,30000-40000
SI146610,10000-15000
SI160212,10000-15000
MN208058,over 60000
QN10520161,under 10000
SI5220,20000-30000
SI1239,10000-15000
BX58512056,10000-15000
BK201854,40000-50000
BX297910,40000-50000
SI632228,under 10000
SI540519,under 10000
SI704535,10000-15000
SI51257,10000-15000
BX460814,40000-50000
SI227256,under 10000
SI72168,15000-20000
BX295026,40000-50000
BK349950,40000-50000
SI263865,under 10000
SI1116122,10000-15000
BX56433,under 10000
BK4452375,under 10000
BK39827,30000-40000
SI42923,10000-15000
SI670578,under 10000
SI5147,10000-15000
BX373675,over 60000
BK372512,30000-40000
BX5413114,10000-15000
SI12284,15000-20000
BX489850,30000-40000
SI804267,under 10000
SI4500601,10000-15000
SI10420,15000-20000
BX535626,20000-30000
QN13301230,10000-15000
BK63719,40000-50000
SI6775232,under 10000
SI292042,10000-15000
BK814317,20000-30000
QN80536,30000-40000
BK325457,over 60000
SI160033,10000-15000
SI1050188,10000-15000
BK777842,30000-40000
QN902936,30000-40000
SI624425,10000-15000
BK137628,over 60000
QN115613,under 10000
BX530733,10000-15000
BX33785,15000-20000
QN817412,under 10000
BX5949294,10000-15000
QN1050313,10000-15000
SI35123,20000-30000
BX356257,30000-40000
QN553877,15000-20000
BK453120,20000-30000
BK491255,20000-30000
SI545250,10000-15000
SI5520112,15000-20000
QN2691105,15000-20000
SI22621,under 10000
BK676078,40000-50000
BK7104165,30000-40000
SI470014,under 10000
BX313213,over 60000
SI1272357,10000-15000
QN1016156,20000-30000
SI123682,10000-15000
SI155252,10000-15000
QN952547,30000-40000
QN156824,over 60000
BK476122,20000-30000
BK321817,over 60000
SI245134,15000-20000
BK658710,40000-50000
BX554744,15000-20000
BX344626,15000-20000
BX29815,40000-50000
MN22215,over 60000
QN981311,40000-50000
BK455881,15000-20000
QN810575,under 10000
BK505677,over 60000
BK775630,30000-40000
MN194440,over 60000
BK332635,over 60000
BK406016,40000-50000
SI121534,10000-15000
SI737522,under 10000
SI19729,10000-15000
SI309327,10000-15000
BX557847,30000-40000
SI124622,15000-20000
SI14435,15000-20000
