Buffer_ID,class
BX330939,over 60000
QN1301015,15000-20000
BX287410,over 60000
QN101508,30000-40000
BK143523,40000-50000
BK40331,40000-50000
BX262473,over 60000
SI224810,under 10000
SI57173,10000-15000
SI6523200,under 10000
QN199965,over 60000
QN316018,20000-30000
BK158958,over 60000
MN182420,over 60000
BX502191,30000-40000
SI685558,under 10000
BK545312,over 60000
QN959257,30000-40000
BK40145,40000-50000
BX542431,15000-20000
BK449612,15000-20000
QN1218015,20000-30000
SI577249,10000-15000
BX312741,over 60000
QN169148,40000-50000
MN199459,40000-50000
BX58161879,10000-15000
QN540851,30000-40000
BK801047,30000-40000
BK226936,over 60000
QN503233,40000-50000
BX361058,30000-40000
BK34750,20000-30000
BX411242,15000-20000
SI278120,10000-15000
BK160727,40000-50000
SI86952,under 10000
BX532715,10000-15000
SI72110,10000-15000
BK328572,over 60000
BK71545,30000-40000
QN1308362,15000-20000
BX295024,40000-50000
QN156856,under 10000
SI365057,10000-15000
BK154935,40000-50000
SI1183164,15000-20000
BX5534107,15000-20000
QN1556343,40000-50000
BX495839,20000-30000
BK468420,40000-50000
BK820090,30000-40000
SI5497527,10000-15000
SI215830,under 10000
BX320853,over 60000
BX299942,40000-50000
SI290313,15000-20000
QN1270459,15000-20000
BK342160,40000-50000
BK548518,40000-50000
SI400016,10000-15000
BK309713,over 60000
BK38928,40000-50000
BK538165,40000-50000
SI57619,15000-20000
SI579177,15000-20000
BK192724,40000-50000
SI1116140,10000-15000
BK349921,40000-50000
QN160549,over 60000
SI789121,10000-15000
SI161112,15000-20000
QN248294,30000-40000
BK200042,40000-50000
BX262052,over 60000
QN1020083,20000-30000
SI3318116,10000-15000
SI79231,under 10000
BX24628,over 60000
SI570647,10000-15000
SI2288111,under 10000
QN1084153,20000-30000
BK391915,30000-40000
QN169124,40000-50000
SI653548,under 10000
MN162736,over 60000
QN12372232,15000-20000
SI38957,10000-15000
BK335928,over 60000
SI3910,20000-30000
SI224813,under 10000
QN148519,over 60000
QN6797160,40000-50000
QN107157,20000-30000
BK52801,30000-40000
BX484910,40000-50000
BX311842,over 60000
QN443749,under 10000
BK641130,40000-50000
SI328445,15000-20000
SI1198106,15000-20000
QN10243103,20000-30000
SI21251,15000-20000
SI624217,under 10000
BX470250,40000-50000
SI520814,10000-15000
BX266340,over 60000
QN108422,20000-30000
SI36210,10000-15000
BK59977,30000-40000
QN1205760,20000-30000
SI62741,under 10000
BK348817,20000-30000
SI226487,under 10000
SI1560194,under 10000
BK135624,40000-50000
SI297711,15000-20000
QN809225,under 10000
QN827319,under 10000
BK39962,30000-40000
QN70035,40000-50000
SI1752,15000-20000
BK521837,40000-50000
BK396321,30000-40000
QN49090,40000-50000
BX538922,30000-40000
BX5518247,10000-15000
SI428812,under 10000
SI159178,10000-15000
QN501024,40000-50000
QN1056077,20000-30000
QN561755,15000-20000
BK449633,15000-20000
SI6979304,under 10000
SI2400190,10000-15000
BK712417,30000-40000
QN11562157,10000-15000
SI245055,under 10000
BX466036,40000-50000
SI70874,10000-15000
SI514741,10000-15000
BX352639,30000-40000
BK433143,40000-50000
QN101727,30000-40000
BX543148,20000-30000
BX5141450,15000-20000
QN1358621,20000-30000
QN132026,over 60000
BX267917,over 60000
BX296329,40000-50000
BK710444,30000-40000
SI788711,10000-15000
SI52013,15000-20000
BX535512,20000-30000
SI322963,10000-15000
BK470129,40000-50000
BX556258,20000-30000
MN191536,over 60000
BK339734,over 60000
BX23141,40000-50000
SI27714,under 10000
BK35601,40000-50000
SI339411,10000-15000
SI694926,under 10000
BX470553,40000-50000
BX399746,40000-50000
QN126661,20000-30000
SI2100508,10000-15000
SI2155329,under 10000
SI94426,under 10000
QN1414795,under 10000
BX495819,20000-30000
BK326511,over 60000
BX268561,over 60000
QN403015,20000-30000
QN1177813,20000-30000
QN10526115,10000-15000
SI570639,10000-15000
BX242056,over 60000
QN726241,under 10000
QN53456,40000-50000
SI6517226,under 10000
BK150731,40000-50000
BK351863,40000-50000
BK366447,30000-40000
SI577122,under 10000
BK6681345,30000-40000
SI7459103,under 10000
SI6600203,under 10000
QN26421,20000-30000
BK790053,30000-40000
QN1266425,20000-30000
SI228055,under 10000
SI951150,under 10000
BK561122,over 60000
SI67849,under 10000
SI288719,20000-30000
BK569614,over 60000
QN101925,20000-30000
MN17242,over 60000
SI577334,under 10000
QN96748,15000-20000
SI84848,10000-15000
SI651770,under 10000
BX35251,20000-30000
QN617939,10000-15000
SI226441,under 10000
SI15571,under 10000
QN500326,over 60000
SI84517,10000-15000
BK340035,40000-50000
MN161741,over 60000
BK45401,15000-20000
BK140330,over 60000
BX2877361,over 60000
SI288415,15000-20000
BK73636,40000-50000
BK334810,40000-50000
SI77988,under 10000
BX35252,20000-30000
SI618161,10000-15000
SI446825,under 10000
SI297337,15000-20000
SI61892,10000-15000
QN995715,20000-30000
SI32923,10000-15000
QN172227,over 60000
BK181752,over 60000
BX472558,40000-50000
BX426760,30000-40000
QN723320,10000-15000
QN404827,15000-20000
QN1170926,30000-40000
SI118410,15000-20000
MN34453,over 60000
SI679366,under 10000
SI779824,under 10000
QN976761,40000-50000
BK512870,40000-50000
SI5520102,15000-20000
BX426631,40000-50000
BX2623213,over 60000
QN683919,20000-30000
QN117532,30000-40000
SI803410,under 10000
SI631162,10000-15000
SI706624,10000-15000
BK152250,40000-50000
QN8743113,15000-20000
BX58841187,20000-30000
SI637062,under 10000
QN1351374,15000-20000
BX452015,30000-40000
QN79341,40000-50000
BK402023,40000-50000
QN13434120,10000-15000
QN372851,10000-15000
BX5644265,under 10000
SI49171,20000-30000
SI703475,10000-15000
